job_id,job_title,company,company_name,company_id,location,job_description,keywords,experience,education,salary,job-time
JOB102316,Data Scientist,Quantix Analytics,Quantix Analytics,COM009,"Gurugram, Haryana","We are looking for a Data Scientist to join Quantix Analytics. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and B.Tech / B.E. qualification are preferred.","Spark, Python, SQL, AWS",1-3 Years,B.Tech / B.E.,₹6-10 LPA,Full-Time
JOB100546,Financial Analyst,Quantix Analytics,Quantix Analytics,COM009,Delhi NCR,"We are looking for a Financial Analyst to join Quantix Analytics. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and B.Sc. qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",0-1 Years,B.Sc.,₹8-12 LPA,Internship
JOB100050,Software Engineer,NextGen Systems,NextGen Systems,COM005,"Bengaluru, Karnataka","We are looking for a Software Engineer to join NextGen Systems. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and Bachelor's Degree qualification are preferred.","Java, Spring Boot, SQL, REST API",2-4 Years,Bachelor's Degree,₹3-5 LPA,Contract
JOB100162,AI Engineer,NextGen Systems,NextGen Systems,COM005,"Pune, Maharashtra","We are looking for a AI Engineer to join NextGen Systems. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and B.Sc. qualification are preferred.","Java, Spring Boot, SQL, REST API",0-1 Years,B.Sc.,₹10-16 LPA,Full-Time
JOB102256,MIS Executive,Quantix Analytics,Quantix Analytics,COM009,"Ahmedabad, Gujarat","We are looking for a MIS Executive to join Quantix Analytics. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and MBA qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",8+ Years,MBA,₹4-7 LPA,Remote
JOB100578,Product Analyst,InsightWorks,InsightWorks,COM007,"Mumbai, Maharashtra","We are looking for a Product Analyst to join InsightWorks. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and B.Tech / B.E. qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",3-5 Years,B.Tech / B.E.,₹3-5 LPA,Remote
JOB100068,BI Analyst,Quantix Analytics,Quantix Analytics,COM009,"Mumbai, Maharashtra","We are looking for a BI Analyst to join Quantix Analytics. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and MBA qualification are preferred.","Python, Pandas, NumPy, SQL",3-5 Years,MBA,₹3-5 LPA,Contract
JOB101362,Junior Data Analyst,Aster Technologies,Aster Technologies,COM012,"Nagpur, Maharashtra","We are looking for a Junior Data Analyst to join Aster Technologies. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Master's Degree qualification are preferred.","SQL, Power BI, Excel, DAX",8+ Years,Master's Degree,₹6-10 LPA,Remote
JOB102394,Financial Analyst,CloudMatrix Technologies,CloudMatrix Technologies,COM003,"Gurugram, Haryana","We are looking for a Financial Analyst to join CloudMatrix Technologies. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Bachelor's Degree qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",8+ Years,Bachelor's Degree,₹4-7 LPA,Full-Time
JOB102391,Data Engineer,Infosphere Analytics,Infosphere Analytics,COM002,"Pune, Maharashtra","We are looking for a Data Engineer to join Infosphere Analytics. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and BCA qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",3-5 Years,BCA,₹3-5 LPA,Contract
JOB100800,BI Analyst,BluePeak Digital,BluePeak Digital,COM011,"Noida, Uttar Pradesh","We are looking for a BI Analyst to join BluePeak Digital. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and BCA qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",2-4 Years,BCA,₹10-16 LPA,Contract
JOB101569,Software Engineer,Aster Technologies,Aster Technologies,COM012,"Chennai, Tamil Nadu","We are looking for a Software Engineer to join Aster Technologies. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and Any Graduate qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",5-8 Years,Any Graduate,₹10-16 LPA,Internship
JOB100759,Data Scientist,Infosphere Analytics,Infosphere Analytics,COM002,"Chennai, Tamil Nadu","We are looking for a Data Scientist to join Infosphere Analytics. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and B.Sc. qualification are preferred.","Python, Pandas, NumPy, SQL",1-3 Years,B.Sc.,₹2.5-4 LPA,Remote
JOB101186,MIS Executive,Innovexa Pvt Ltd,Innovexa Pvt Ltd,COM010,"Ahmedabad, Gujarat","We are looking for a MIS Executive to join Innovexa Pvt Ltd. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Bachelor's Degree qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",8+ Years,Bachelor's Degree,₹6-10 LPA,Part-Time
JOB101564,BI Analyst,CloudMatrix Technologies,CloudMatrix Technologies,COM003,"Noida, Uttar Pradesh","We are looking for a BI Analyst to join CloudMatrix Technologies. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and B.Sc. qualification are preferred.","Excel, Power BI, SQL, Data Visualization",1-3 Years,B.Sc.,₹10-16 LPA,Internship
JOB102050,ML Engineer,InsightWorks,InsightWorks,COM007,"Bengaluru, Karnataka","We are looking for a ML Engineer to join InsightWorks. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Bachelor's Degree qualification are preferred.","Python, SQL, AWS, ETL",3-5 Years,Bachelor's Degree,₹8-12 LPA,Part-Time
JOB102356,Junior Data Analyst,Innovexa Pvt Ltd,Innovexa Pvt Ltd,COM010,Delhi NCR,"We are looking for a Junior Data Analyst to join Innovexa Pvt Ltd. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and Bachelor's Degree qualification are preferred.","SQL, Power BI, Excel, DAX",2-4 Years,Bachelor's Degree,₹4-7 LPA,Full-Time
JOB101538,ML Engineer,Aster Technologies,Aster Technologies,COM012,,"We are looking for a ML Engineer to join Aster Technologies. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and B.Tech / B.E. qualification are preferred.","Python, SQL, AWS, ETL",2-4 Years,B.Tech / B.E.,₹3-5 LPA,Part-Time
JOB101252,Data Analyst,Quantix Analytics,Quantix Analytics,COM009,Delhi NCR,"We are looking for a Data Analyst to join Quantix Analytics. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Master's Degree qualification are preferred.","Spark, Python, SQL, AWS",3-5 Years,Master's Degree,₹3-5 LPA,Part-Time
JOB101532,Business Analyst,Aster Technologies,Aster Technologies,COM012,"Hyderabad, Telangana","We are looking for a Business Analyst to join Aster Technologies. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Any Graduate qualification are preferred.","SQL, Power BI, Excel, DAX",8+ Years,Any Graduate,₹3-5 LPA,Full-Time
JOB100826,Product Analyst,ByteCraft Solutions,ByteCraft Solutions,COM008,"Hyderabad, Telangana","We are looking for a Product Analyst to join ByteCraft Solutions. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Bachelor's Degree qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",8+ Years,Bachelor's Degree,₹3-5 LPA,Internship
JOB101699,ML Engineer,NextGen Systems,NextGen Systems,COM005,Remote,"We are looking for a ML Engineer to join NextGen Systems. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and MBA qualification are preferred.","Python, SQL, AWS, ETL",0-1 Years,MBA,₹8-12 LPA,Full-Time
JOB100645,Junior Data Analyst,FinEdge Technologies,FinEdge Technologies,COM006,"Pune, Maharashtra","We are looking for a Junior Data Analyst to join FinEdge Technologies. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Any Graduate qualification are preferred.","Python, SQL, AWS, ETL",8+ Years,Any Graduate,₹8-12 LPA,Remote
JOB100006,Python Developer,NextGen Systems,NextGen Systems,COM005,"Bengaluru, Karnataka","We are looking for a Python Developer to join NextGen Systems. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and Any Graduate qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",1-3 Years,Any Graduate,₹4-7 LPA,Full-Time
JOB101245,Python Developer,TechNova Solutions,TechNova Solutions,COM001,"Ahmedabad, Gujarat","We are looking for a Python Developer to join TechNova Solutions. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and MBA qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",0-1 Years,MBA,₹6-10 LPA,Internship
JOB100620,BI Analyst,NextGen Systems,NextGen Systems,COM005,"Bengaluru, Karnataka","We are looking for a BI Analyst to join NextGen Systems. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and Any Graduate qualification are preferred.","Java, Spring Boot, SQL, REST API",0-1 Years,Any Graduate,₹2.5-4 LPA,Contract
JOB101306,Python Developer,Infosphere Analytics,Infosphere Analytics,COM002,"Pune, Maharashtra","We are looking for a Python Developer to join Infosphere Analytics. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Bachelor's Degree qualification are preferred.","Python, Pandas, NumPy, SQL",8+ Years,Bachelor's Degree,₹5-8 LPA,Contract
JOB100793,Financial Analyst,BluePeak Digital,BluePeak Digital,COM011,"Mumbai, Maharashtra","We are looking for a Financial Analyst to join BluePeak Digital. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Master's Degree qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",3-5 Years,Master's Degree,₹4-7 LPA,Contract
JOB100991,Software Engineer,InsightWorks,InsightWorks,COM007,"Nashik, Maharashtra","We are looking for a Software Engineer to join InsightWorks. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and BCA qualification are preferred.",,3-5 Years,BCA,₹4-7 LPA,Part-Time
JOB100009,BI Analyst,DataBridge Labs,DataBridge Labs,COM004,"Ahmedabad, Gujarat","We are looking for a BI Analyst to join DataBridge Labs. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and Bachelor's Degree qualification are preferred.","Java, Spring Boot, SQL, REST API",0-1 Years,Bachelor's Degree,₹8-12 LPA,Part-Time
JOB102082,Product Analyst,DataBridge Labs,DataBridge Labs,COM004,"Nagpur, Maharashtra","We are looking for a Product Analyst to join DataBridge Labs. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and B.Sc. qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",2-4 Years,B.Sc.,₹6-10 LPA,Remote
JOB100122,Business Analyst,TechNova Solutions,TechNova Solutions,COM001,"Chennai, Tamil Nadu","We are looking for a Business Analyst to join TechNova Solutions. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Bachelor's Degree qualification are preferred.","Excel, Power BI, SQL, Data Visualization",3-5 Years,Bachelor's Degree,₹10-16 LPA,Full-Time
JOB100511,AI Engineer,Quantix Analytics,Quantix Analytics,COM009,"Hyderabad, Telangana","We are looking for a AI Engineer to join Quantix Analytics. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and Bachelor's Degree qualification are preferred.","Python, SQL, AWS, ETL",1-3 Years,Bachelor's Degree,₹5-8 LPA,Full-Time
JOB100182,Junior Data Analyst,InsightWorks,InsightWorks,COM007,"Mumbai, Maharashtra","We are looking for a Junior Data Analyst to join InsightWorks. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and Bachelor's Degree qualification are preferred.","Spark, Python, SQL, AWS",1-3 Years,Bachelor's Degree,₹2.5-4 LPA,Contract
JOB100410,Product Analyst,DataBridge Labs,DataBridge Labs,COM004,"Ahmedabad, Gujarat",,"Excel, Power BI, SQL, Data Visualization",0-1 Years,Bachelor's Degree,Not Disclosed,Part-Time
JOB101137,Power BI Developer,CloudMatrix Technologies,CloudMatrix Technologies,COM003,"Hyderabad, Telangana","We are looking for a Power BI Developer to join CloudMatrix Technologies. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and Bachelor's Degree qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",1-3 Years,Bachelor's Degree,₹5-8 LPA,Full-Time
JOB102209,SQL Developer,FinEdge Technologies,FinEdge Technologies,COM006,Remote,"We are looking for a SQL Developer to join FinEdge Technologies. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and MBA qualification are preferred.","Excel, Power BI, SQL, Data Visualization",1-3 Years,MBA,₹8-12 LPA,Full-Time
JOB102219,  business analyst ,InsightWorks,InsightWorks,COM007,"Nashik, Maharashtra","We are looking for a Business Analyst to join InsightWorks. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and B.Tech / B.E. qualification are preferred.","Python, Pandas, NumPy, SQL",1-3 Years,B.Tech / B.E.,₹10-16 LPA,Part-Time
JOB101755,Business Analyst,DataBridge Labs,DataBridge Labs,COM004,"Ahmedabad, Gujarat","We are looking for a Business Analyst to join DataBridge Labs. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and BCA qualification are preferred.","Java, Spring Boot, SQL, REST API",3-5 Years,BCA,₹5-8 LPA,Internship
JOB101441,SQL Developer,BluePeak Digital,BluePeak Digital,COM011,"Bengaluru, Karnataka","We are looking for a SQL Developer to join BluePeak Digital. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and MBA qualification are preferred.","Python, Pandas, NumPy, SQL",8+ Years,MBA,₹2.5-4 LPA,Internship
JOB101767,BI Analyst,InsightWorks,InsightWorks,COM007,"Hyderabad, Telangana","We are looking for a BI Analyst to join InsightWorks. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and Bachelor's Degree qualification are preferred.","Python, Pandas, NumPy, SQL",5-8 Years,Bachelor's Degree,₹4-7 LPA,Full-Time
JOB101311,Data Scientist,Infosphere Analytics,Infosphere Analytics,COM002,"Pune, Maharashtra","We are looking for a Data Scientist to join Infosphere Analytics. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and B.Tech / B.E. qualification are preferred.","Spark, Python, SQL, AWS",3-5 Years,B.Tech / B.E.,₹5-8 LPA,Part-Time
JOB100389,ML Engineer,CloudMatrix Technologies,CloudMatrix Technologies,COM003,"Ahmedabad, Gujarat","We are looking for a ML Engineer to join CloudMatrix Technologies. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and B.Tech / B.E. qualification are preferred.","Spark, Python, SQL, AWS",2-4 Years,B.Tech / B.E.,₹3-5 LPA,Remote
JOB100236,BI Analyst,ByteCraft Solutions,ByteCraft Solutions,COM008,"Nashik, Maharashtra","We are looking for a BI Analyst to join ByteCraft Solutions. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and Bachelor's Degree qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",1-3 Years,Bachelor's Degree,₹5-8 LPA,Full-Time
JOB101350,MIS Executive,InsightWorks,InsightWorks,COM007,"Hyderabad, Telangana","We are looking for a MIS Executive to join InsightWorks. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and MBA qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",5-8 Years,MBA,₹10-16 LPA,Contract
JOB101158,Power BI Developer,ByteCraft Solutions,ByteCraft Solutions,COM008,"Gurugram, Haryana","We are looking for a Power BI Developer to join ByteCraft Solutions. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and Master's Degree qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",1-3 Years,Master's Degree,₹3-5 LPA,Full-Time
JOB102433,Data Analyst,ByteCraft Solutions,ByteCraft Solutions,COM008,"Nagpur, Maharashtra","We are looking for a Data Analyst to join ByteCraft Solutions. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Master's Degree qualification are preferred.","Python, SQL, AWS, ETL",8+ Years,Master's Degree,₹6-10 LPA,Internship
JOB100465,AI Engineer,FinEdge Technologies,FinEdge Technologies,COM006,"Hyderabad, Telangana","We are looking for a AI Engineer to join FinEdge Technologies. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and BCA qualification are preferred.","Java, Spring Boot, SQL, REST API",8+ Years,BCA,₹5-8 LPA,Part-Time
JOB101053,AI Engineer,ByteCraft Solutions,ByteCraft Solutions,COM008,"Nagpur, Maharashtra","We are looking for a AI Engineer to join ByteCraft Solutions. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and Master's Degree qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",0-1 Years,Master's Degree,₹10-16 LPA,Contract
JOB100859,ML Engineer,ByteCraft Solutions,ByteCraft Solutions,COM008,"Noida, Uttar Pradesh","We are looking for a ML Engineer to join ByteCraft Solutions. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and Master's Degree qualification are preferred.","Python, Pandas, NumPy, SQL",0-1 Years,Master's Degree,₹2.5-4 LPA,Contract
JOB102320,Product Analyst,DataBridge Labs,DataBridge Labs,COM004,"Ahmedabad, Gujarat","We are looking for a Product Analyst to join DataBridge Labs. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and Bachelor's Degree qualification are preferred.","SQL, Power BI, Excel, DAX",2-4 Years,Bachelor's Degree,₹6-10 LPA,Full-Time
JOB101875,Data Engineer,BluePeak Digital,BluePeak Digital,COM011,Delhi NCR,"We are looking for a Data Engineer to join BluePeak Digital. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and BCA qualification are preferred.","Python, Pandas, NumPy, SQL",3-5 Years,BCA,₹4-7 LPA,Part-Time
JOB102289,Business Analyst,ByteCraft Solutions,ByteCraft Solutions,COM008,"Pune, Maharashtra","We are looking for a Business Analyst to join ByteCraft Solutions. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and Bachelor's Degree qualification are preferred.","Java, Spring Boot, SQL, REST API",5-8 Years,Bachelor's Degree,₹6-10 LPA,Full-Time
JOB100781,SQL Developer,DataBridge Labs,DataBridge Labs,COM004,"Nagpur, Maharashtra","We are looking for a SQL Developer to join DataBridge Labs. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and Bachelor's Degree qualification are preferred.","Spark, Python, SQL, AWS",1-3 Years,Bachelor's Degree,₹6-10 LPA,Internship
JOB100930,Business Analyst,ByteCraft Solutions,ByteCraft Solutions,COM008,"Ahmedabad, Gujarat","We are looking for a Business Analyst to join ByteCraft Solutions. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and B.Sc. qualification are preferred.","Java, Spring Boot, SQL, REST API",5-8 Years,B.Sc.,₹2.5-4 LPA,Full-Time
JOB102297,ML Engineer,DataBridge Labs,DataBridge Labs,COM004,"Chennai, Tamil Nadu","We are looking for a ML Engineer to join DataBridge Labs. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and BCA qualification are preferred.","Excel, Power BI, SQL, Data Visualization",8+ Years,BCA,₹5-8 LPA,Internship
JOB100271,Data Analyst,NextGen Systems,NextGen Systems,COM005,"Hyderabad, Telangana","We are looking for a Data Analyst to join NextGen Systems. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and Any Graduate qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",0-1 Years,Any Graduate,₹3-5 LPA,Full-Time
JOB101798,AI Engineer,TechNova Solutions,TechNova Solutions,COM001,"Mumbai, Maharashtra","We are looking for a AI Engineer to join TechNova Solutions. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and MBA qualification are preferred.","Spark, Python, SQL, AWS",1-3 Years,MBA,₹8-12 LPA,Remote
JOB101773,Data Analyst,DataBridge Labs,DataBridge Labs,COM004,"Pune, Maharashtra","We are looking for a Data Analyst to join DataBridge Labs. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and B.Tech / B.E. qualification are preferred.","Excel, Power BI, SQL, Data Visualization",0-1 Years,B.Tech / B.E.,₹2.5-4 LPA,Contract
JOB100953,Product Analyst,FinEdge Technologies,FinEdge Technologies,COM006,"Bengaluru, Karnataka","We are looking for a Product Analyst to join FinEdge Technologies. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and Any Graduate qualification are preferred.","Python, SQL, AWS, ETL",0-1 Years,Any Graduate,₹6-10 LPA,Part-Time
JOB100051,Business Analyst,ByteCraft Solutions,ByteCraft Solutions,COM008,"Nashik, Maharashtra","We are looking for a Business Analyst to join ByteCraft Solutions. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and B.Sc. qualification are preferred.","Python, Pandas, NumPy, SQL",8+ Years,B.Sc.,₹6-10 LPA,Remote
JOB101479,Junior Data Analyst,DataBridge Labs,DataBridge Labs,COM004,"Chennai, Tamil Nadu","We are looking for a Junior Data Analyst to join DataBridge Labs. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Bachelor's Degree qualification are preferred.","Excel, Power BI, SQL, Data Visualization",3-5 Years,,₹4-7 LPA,Internship
JOB102323,Python Developer,BluePeak Digital,BLUEPEAK DIGITAL,COM011,"Ahmedabad, Gujarat","We are looking for a Python Developer to join BluePeak Digital. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Bachelor's Degree qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",3-5 Years,Bachelor's Degree,₹10-16 LPA,Internship
